report_month,plant_name,parameter_name,unit,month_actual,ytd_actual
2026-01,RSP,Nut Coke Rate,kg/thm,16.86374556434727,17.965129984664355
2026-02,RSP,Nut Coke Rate,kg/thm,16.850343872385135,17.965129984664355
2026-03,RSP,Nut Coke Rate,kg/thm,22.399692295234622,23.888530945880632
2026-04,RSP,Nut Coke Rate,kg/thm,21.498173405665003,21.498173405665003
2026-05,RSP,Nut Coke Rate,kg/thm,16.206712662067126,16.210700336038347
2026-03,RSP,O2 Enrichment,%,7.03,6.93
2026-04,RSP,O2 Enrichment,%,7.16,7.16
2026-05,RSP,O2 Enrichment,%,5.72,6.09
2026-03,RSP,O2 Enrichment BF-1,%,0.0,
2026-04,RSP,O2 Enrichment BF-1,%,4.67,4.12
2026-05,RSP,O2 Enrichment BF-1,%,3.56,4.12
2026-03,RSP,O2 Enrichment BF-4,%,4.59,4.45
2026-04,RSP,O2 Enrichment BF-4,%,4.67,4.67
2026-04,RSP,O2 Enrichment BF-5,%,0.0,0.0
2026-05,RSP,O2 Enrichment BF-5,%,6.57,6.87
2025-04,RSP,Oven heat Consumption per ton of Dry coke Input,,711.6101976810493,710.0385335277208
2025-05,RSP,Oven heat Consumption per ton of Dry coke Input,,709.5636555497985,710.0385335277208
2025-06,RSP,Oven heat Consumption per ton of Dry coke Input,,709.018678034077,710.0385335277208
2025-07,RSP,Oven heat Consumption per ton of Dry coke Input,,708.565699086005,710.0385335277208
2025-08,RSP,Oven heat Consumption per ton of Dry coke Input,,709.2529513512629,710.0385335277208
2025-09,RSP,Oven heat Consumption per ton of Dry coke Input,,710.2320896461997,710.0385335277208
2025-10,RSP,Oven heat Consumption per ton of Dry coke Input,,710.0180276100713,710.0385335277208
2025-11,RSP,Oven heat Consumption per ton of Dry coke Input,,710.2168576104747,710.0385335277208
2025-12,RSP,Oven heat Consumption per ton of Dry coke Input,,710.5812103474691,710.0385335277208
2026-01,RSP,Oven heat Consumption per ton of Dry coke Input,,711.1552725113916,710.0385335277208
2026-02,RSP,Oven heat Consumption per ton of Dry coke Input,,710.7234676978725,710.0385335277208
2026-03,RSP,Oven heat Consumption per ton of Dry coke Input,,709.4281033951967,710.0385335277208
2026-04,RSP,Oven heat Consumption per ton of Dry coke Input,,708.939978458827,708.2351564100313
2026-05,RSP,Oven heat Consumption per ton of Dry coke Input,,707.5356629222218,708.2351564100313
2025-04,RSP,Pellet% in Burden,%,17.115033194722457,14.246747560824327
2025-05,RSP,Pellet% in Burden,%,13.02316328864463,14.246747560824327
2025-06,RSP,Pellet% in Burden,%,13.82059393057877,14.246747560824327
2025-07,RSP,Pellet% in Burden,%,12.505932192502224,14.246747560824327
2025-08,RSP,Pellet% in Burden,%,14.994300132236932,14.246747560824327
2025-09,RSP,Pellet% in Burden,%,15.537424389044057,14.246747560824327
2025-10,RSP,Pellet% in Burden,%,15.513753887341677,14.246747560824327
2025-11,RSP,Pellet% in Burden,%,15.66816598440615,14.246747560824327
2025-12,RSP,Pellet% in Burden,%,12.69517029366556,14.246747560824327
2026-01,RSP,Pellet% in Burden,%,13.457364786102355,14.246747560824327
2026-02,RSP,Pellet% in Burden,%,13.376571723627837,14.246747560824327
2026-03,RSP,Pellet% in Burden,%,74.07584187188039,73.78431937197152
2026-04,RSP,Pellet% in Burden,%,74.43108969196375,74.43108969196375
2026-05,RSP,Pellet% in Burden,%,13.505963636481479,14.010914448558633
2025-04,RSP,SMS-1 Avg Blows per day,,470.0,5701.0
2025-05,RSP,SMS-1 Avg Blows per day,,632.0,5701.0
2025-06,RSP,SMS-1 Avg Blows per day,,507.0,5701.0
2025-07,RSP,SMS-1 Avg Blows per day,,441.0,5701.0
2025-08,RSP,SMS-1 Avg Blows per day,,621.0,5701.0
2025-09,RSP,SMS-1 Avg Blows per day,,481.0,5701.0
2025-10,RSP,SMS-1 Avg Blows per day,,609.0,5701.0
2025-11,RSP,SMS-1 Avg Blows per day,,485.0,5701.0
2025-12,RSP,SMS-1 Avg Blows per day,,441.0,5701.0
2026-01,RSP,SMS-1 Avg Blows per day,,335.0,5701.0
2026-02,RSP,SMS-1 Avg Blows per day,,314.0,5701.0
2026-03,RSP,SMS-1 Avg Blows per day,nos/day,11.8,15.6
2026-04,RSP,SMS-1 Avg Blows per day,nos/day,11.8,11.8
2026-05,RSP,SMS-1 Avg Blows per day,nos/day,17.5,14.7
2025-04,RSP,SMS-1 Avg heat wt,,69.09148936170213,68.57165409577267
2025-05,RSP,SMS-1 Avg heat wt,,69.16613924050633,68.57165409577267
2025-06,RSP,SMS-1 Avg heat wt,,68.9861932938856,68.57165409577267
2025-07,RSP,SMS-1 Avg heat wt,,68.6281179138322,68.57165409577267
2025-08,RSP,SMS-1 Avg heat wt,,69.15136876006441,68.57165409577267
2025-09,RSP,SMS-1 Avg heat wt,,67.65488565488566,68.57165409577267
2025-10,RSP,SMS-1 Avg heat wt,,68.14778325123153,68.57165409577267
2025-11,RSP,SMS-1 Avg heat wt,,67.81855670103093,68.57165409577267
2025-12,RSP,SMS-1 Avg heat wt,,68.55555555555556,68.57165409577267
2026-01,RSP,SMS-1 Avg heat wt,,69.4955223880597,68.57165409577267
2026-02,RSP,SMS-1 Avg heat wt,,68.171974522293,68.57165409577267
2026-03,RSP,SMS-1 Avg heat wt,T/Blow,67.67397260273972,68.57165409577267
2026-04,RSP,SMS-1 Avg heat wt,T/Blow,69.03954802259886,69.03954802259886
2026-05,RSP,SMS-1 Avg heat wt,T/Blow,68.09944751381215,68.47045707915274
2026-03,RSP,SMS-1 Caster Yield,%,98.32809203455277,98.72659157081533
2026-04,RSP,SMS-1 Caster Yield,%,98.23444050306352,98.23444050306352
2026-05,RSP,SMS-1 Caster Yield,%,98.76371420925877,98.55254269999035
2026-03,RSP,SMS-1 Converter Yield,%,90.46696098488927,90.17786915159111
2026-04,RSP,SMS-1 Converter Yield,%,92.48067201903064,92.48067201903064
2026-05,RSP,SMS-1 Converter Yield,%,92.04890718416152,92.30905546695021
2025-04,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1083.9158685677332,1086.8781127934371
2025-05,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1083.956717681239,1086.8781127934371
2025-06,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1085.3728270814272,1086.8781127934371
2025-07,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1086.106063109202,1086.8781127934371
2025-08,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1086.4867382344037,1086.8781127934371
2025-09,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1087.302562841866,1086.8781127934371
2025-10,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1089.1282347838658,1086.8781127934371
2025-11,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1094.035023713973,1086.8781127934371
2025-12,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1091.324049879271,1086.8781127934371
2026-01,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1093.2949615566342,1086.8781127934371
2026-02,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1088.9937400728768,1086.8781127934371
2026-03,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1127.9300433180842,1128.515298252615
2026-04,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,91.88418512831761,91.88418512831761
2026-05,RSP,SMS-1 HM consumption per ton of crude steel,kg/tcs,1034.7503921250473,1033.312709629099
2026-03,RSP,SMS-1 Oxygen Consumption,Nm3/T,59.44698595198575,58.83814625236937
2026-04,RSP,SMS-1 Oxygen Consumption,Nm3/T,59.752045826513914,59.752045826513914
2026-05,RSP,SMS-1 Oxygen Consumption,Nm3/T,59.100546270755586,59.35979680224039
2025-04,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,43.944199796754226,41.6371854591778
2025-05,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,44.151625374602524,41.6371854591778
2025-06,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,43.08668801463861,41.6371854591778
2025-07,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,42.35916074673715,41.6371854591778
2025-08,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,41.9858882704981,41.6371854591778
2025-09,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,41.02698051748509,41.6371854591778
2025-10,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,39.3234061009108,41.6371854591778
2025-11,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,34.35485832421257,41.6371854591778
2025-12,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,37.07868884993219,41.6371854591778
2026-01,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,37.068854430651605,41.6371854591778
2026-02,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,41.016537419415116,41.6371854591778
2026-03,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,1072.507185943889,1086.8781127934371
2026-04,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,1100.8183306055646,1100.8183306055646
2026-05,RSP,SMS-1 Scrap consumption per ton of crude steel,kg/tcs,68.93287900914056,69.2305187404344
2026-03,RSP,SMS-1 TMI consumption per ton of crude steel,kg/tcs,97.03757719390197,82.11210097477975
2026-04,RSP,SMS-1 TMI consumption per ton of crude steel,kg/tcs,63.31944444444444,63.31944444444444
2026-05,RSP,SMS-1 TMI consumption per ton of crude steel,kg/tcs,1103.6832711341879,1102.5432283695334
2025-04,RSP,SMS-1 lining life,,1944.0,23253.0
2025-05,RSP,SMS-1 lining life,,1866.0,23253.0
2025-06,RSP,SMS-1 lining life,,1889.0,23253.0
2025-07,RSP,SMS-1 lining life,,1658.0,23253.0
2025-08,RSP,SMS-1 lining life,,2012.0,23253.0
2025-09,RSP,SMS-1 lining life,,1898.0,23253.0
2025-10,RSP,SMS-1 lining life,,1965.0,23253.0
2025-11,RSP,SMS-1 lining life,,1765.0,23253.0
2025-12,RSP,SMS-1 lining life,,2105.0,23253.0
2026-01,RSP,SMS-1 lining life,,2069.0,23253.0
2026-02,RSP,SMS-1 lining life,,1888.0,23253.0
2026-03,RSP,SMS-1 lining life,Nos/Lining,,1806.5
2026-04,RSP,SMS-1 lining life,,437.0,437.0
2026-05,RSP,SMS-1 lining life,,61.0,61.61
2025-04,RSP,SMS-2 Avg Blows per day,,1944.0,23253.0
2025-05,RSP,SMS-2 Avg Blows per day,,1866.0,23253.0
2025-06,RSP,SMS-2 Avg Blows per day,,1889.0,23253.0
2025-07,RSP,SMS-2 Avg Blows per day,,1658.0,23253.0
2025-08,RSP,SMS-2 Avg Blows per day,,2012.0,23253.0
2025-09,RSP,SMS-2 Avg Blows per day,,1898.0,23253.0
2025-10,RSP,SMS-2 Avg Blows per day,,1965.0,23253.0
2025-11,RSP,SMS-2 Avg Blows per day,,1765.0,23253.0
2025-12,RSP,SMS-2 Avg Blows per day,,2105.0,23253.0
2026-01,RSP,SMS-2 Avg Blows per day,,2069.0,23253.0
2026-02,RSP,SMS-2 Avg Blows per day,,1888.0,23253.0
2026-03,RSP,SMS-2 Avg Blows per day,nos/day,70.8,63.7
2026-04,RSP,SMS-2 Avg Blows per day,nos/day,67.5,67.5
2026-05,RSP,SMS-2 Avg Blows per day,nos/day,59.2,63.3
2025-04,RSP,SMS-2 Avg heat wt,,157.389289392379,157.54762520472374
2025-05,RSP,SMS-2 Avg heat wt,,158.57487922705315,157.54762520472374
2025-06,RSP,SMS-2 Avg heat wt,,158.03400637619555,157.54762520472374
2025-07,RSP,SMS-2 Avg heat wt,,157.82235649546828,157.54762520472374
2025-08,RSP,SMS-2 Avg heat wt,,158.02793017456358,157.54762520472374
2025-09,RSP,SMS-2 Avg heat wt,,157.5970464135021,157.54762520472374
2025-10,RSP,SMS-2 Avg heat wt,,157.70372259051504,157.54762520472374
2025-11,RSP,SMS-2 Avg heat wt,,156.88769143505388,157.54762520472374
2025-12,RSP,SMS-2 Avg heat wt,,156.573060447406,157.54762520472374
2026-01,RSP,SMS-2 Avg heat wt,,156.87082728592162,157.54762520472374
2026-02,RSP,SMS-2 Avg heat wt,,156.89702760084927,157.54762520472374
2026-03,RSP,SMS-2 Avg heat wt,T/Blow,158.2331653687586,157.54762520472374
2026-04,RSP,SMS-2 Avg heat wt,T/Blow,157.7274975272008,157.7274975272008
2026-05,RSP,SMS-2 Avg heat wt,T/Blow,158.49562363238513,158.0922077922078
2026-03,RSP,SMS-2 Caster Yield,%,98.5534661177256,98.55171240549356
2026-04,RSP,SMS-2 Caster Yield,%,98.537958394226,98.537958394226
2026-05,RSP,SMS-2 Caster Yield,%,98.5503006884541,98.54383314795297
2026-03,RSP,SMS-2 Converter Yield,%,92.40250126008065,92.33721118213091
2026-04,RSP,SMS-2 Converter Yield,%,92.44266584577497,92.44266584577497
2026-05,RSP,SMS-2 Converter Yield,%,92.39377179120576,92.41938325465007
2025-04,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1021.9892033371503,1028.0873333296859
2025-05,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1027.6313785224677,1028.0873333296859
2025-06,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1027.825970008742,1028.0873333296859
2025-07,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1028.8863535429332,1028.0873333296859
2025-08,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1030.0335178604116,1028.0873333296859
2025-09,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1030.0665319072034,1028.0873333296859
2025-10,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1023.1910676233682,1028.0873333296859
2025-11,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1020.6548972678268,1028.0873333296859
2025-12,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1028.3408317120623,1028.0873333296859
2026-01,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1033.0391177232523,1028.0873333296859
2026-02,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1033.9993369283545,1028.0873333296859
2026-03,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1098.4618858616827,1099.1084745391775
2026-04,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,96.44461700593489,96.44461700593489
2026-05,RSP,SMS-2 HM consumption per ton of crude steel,kg/tcs,1040.1718841680186,1039.2422636797528
2026-03,RSP,SMS-2 Oxygen Consumption,Nm3/T,56.12055364002976,56.206080286259855
2026-04,RSP,SMS-2 Oxygen Consumption,Nm3/T,56.30032139217684,56.30032139217684
2026-05,RSP,SMS-2 Oxygen Consumption,Nm3/T,55.83053187450385,56.07669369347167
2025-04,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,79.9803697039097,71.02114120949166
2025-05,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,73.82584412287383,71.02114120949166
2025-06,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,73.55255194674199,71.02114120949166
2025-07,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,72.37093983062528,71.02114120949166
2025-08,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,68.40547142775986,71.02114120949166
2025-09,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,68.04125781448708,71.02114120949166
2025-10,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,74.88593629246873,71.02114120949166
2025-11,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,77.13535772778053,71.02114120949166
2025-12,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,69.14822470817121,71.02114120949166
2026-01,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,64.43136819510751,71.02114120949166
2026-02,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,64.01686096470158,71.02114120949166
2026-03,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,1030.3830376089606,1028.0873333296859
2026-04,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,1097.98,1097.98
2026-05,RSP,SMS-2 Scrap consumption per ton of crude steel,kg/tcs,58.268042660407964,58.95293721402108
2026-03,RSP,SMS-2 TMI consumption per ton of crude steel,kg/tcs,96.92759398102028,95.26369516908971
2026-04,RSP,SMS-2 TMI consumption per ton of crude steel,kg/tcs,91.81435185185185,91.81435185185185
2026-05,RSP,SMS-2 TMI consumption per ton of crude steel,kg/tcs,1098.4399268284265,1098.195200893774
2025-04,RSP,SMS-2 lining life,,,7567.666666666667
2025-05,RSP,SMS-2 lining life,,7686.0,7567.666666666667
2025-06,RSP,SMS-2 lining life,,,7567.666666666667
2025-07,RSP,SMS-2 lining life,,7784.0,7567.666666666667
2025-08,RSP,SMS-2 lining life,,,7567.666666666667
2025-09,RSP,SMS-2 lining life,,,7567.666666666667
2025-10,RSP,SMS-2 lining life,,,7567.666666666667
2025-11,RSP,SMS-2 lining life,,7233.0,7567.666666666667
2025-12,RSP,SMS-2 lining life,,,7567.666666666667
2026-01,RSP,SMS-2 lining life,,,7567.666666666667
2026-02,RSP,SMS-2 lining life,,,7567.666666666667
2026-03,RSP,SMS-2 lining life,Nos/Lining,,7567.666666666667
2026-04,RSP,SMS-2 lining life,Nos/Lining,,7890.0
2026-05,RSP,SMS-2 lining life,Nos/Lining,7890.0,7890.0
2025-04,RSP,SP-1 Sinter Productivity,,0.7005267118133935,0.7196888922700622
2025-05,RSP,SP-1 Sinter Productivity,,0.7176463992375185,0.7196888922700622
2025-06,RSP,SP-1 Sinter Productivity,,0.723299962363568,0.7196888922700622
2025-07,RSP,SP-1 Sinter Productivity,,0.7377221022318214,0.7196888922700622
2025-08,RSP,SP-1 Sinter Productivity,,0.7418330110740023,0.7196888922700622
2025-09,RSP,SP-1 Sinter Productivity,,0.7384897354705154,0.7196888922700622
2025-10,RSP,SP-1 Sinter Productivity,,0.7212395852968897,0.7196888922700622
2025-11,RSP,SP-1 Sinter Productivity,,0.7185698324022346,0.7196888922700622
2025-12,RSP,SP-1 Sinter Productivity,,0.7119938088560943,0.7196888922700622
2026-01,RSP,SP-1 Sinter Productivity,,0.6984694903086862,0.7196888922700622
2026-02,RSP,SP-1 Sinter Productivity,,0.7052965599504524,0.7196888922700622
2026-03,RSP,SP-1 Sinter Productivity,,0.721270555165144,0.7196888922700622
2026-04,RSP,SP-1 Sinter Productivity,,0.7281441580645391,0.7281441580645391
2026-05,RSP,SP-1 Sinter Productivity,,0.7393611261505144,0.7337271303123069
2025-04,RSP,SP-2 Sinter Productivity,,1.3021039931244214,1.3007077425017868
2025-05,RSP,SP-2 Sinter Productivity,,1.2983344679527387,1.3007077425017868
2025-06,RSP,SP-2 Sinter Productivity,,1.3032167803575856,1.3007077425017868
2025-07,RSP,SP-2 Sinter Productivity,,1.301440973560472,1.3007077425017868
2025-08,RSP,SP-2 Sinter Productivity,,1.3008532705404474,1.3007077425017868
2025-09,RSP,SP-2 Sinter Productivity,,1.2977484098883318,1.3007077425017868
2025-10,RSP,SP-2 Sinter Productivity,,1.292877094972067,1.3007077425017868
2025-11,RSP,SP-2 Sinter Productivity,,1.2991653307551618,1.3007077425017868
2025-12,RSP,SP-2 Sinter Productivity,,1.29842451550846,1.3007077425017868
2026-01,RSP,SP-2 Sinter Productivity,,1.3023356336915533,1.3007077425017868
2026-02,RSP,SP-2 Sinter Productivity,,1.3052660830901766,1.3007077425017868
2026-03,RSP,SP-2 Sinter Productivity,,1.57,1.5933333333333335
2026-04,RSP,SP-2 Sinter Productivity,,1.58,1.58
2026-05,RSP,SP-2 Sinter Productivity,,1.302607013937507,1.3041048132321993
2025-04,RSP,SP-3 Sinter Productivity,,1.2873725981620718,1.2846051918561323
2025-05,RSP,SP-3 Sinter Productivity,,1.2824782758819127,1.2846051918561323
2025-06,RSP,SP-3 Sinter Productivity,,1.278444362654889,1.2846051918561323
2025-07,RSP,SP-3 Sinter Productivity,,1.2762879026335117,1.2846051918561323
2025-08,RSP,SP-3 Sinter Productivity,,1.2774296032073116,1.2846051918561323
2025-09,RSP,SP-3 Sinter Productivity,,1.2628181273129484,1.2846051918561323
2025-10,RSP,SP-3 Sinter Productivity,,1.2711878333708964,1.2846051918561323
2025-11,RSP,SP-3 Sinter Productivity,,1.2995846782007845,1.2846051918561323
2025-12,RSP,SP-3 Sinter Productivity,,1.312024374167439,1.2846051918561323
2026-01,RSP,SP-3 Sinter Productivity,,1.2934204137048462,1.2846051918561323
2026-02,RSP,SP-3 Sinter Productivity,,1.2949422188053044,1.2846051918561323
2026-03,RSP,SP-3 Sinter Productivity,,1.56,1.5975
2026-04,RSP,SP-3 Sinter Productivity,,1.56,1.56
2026-05,RSP,SP-3 Sinter Productivity,,1.2773857131655297,1.2809830216288813
2026-03,RSP,Si% in HM,%,0.66,0.65
2026-04,RSP,Si% in HM,%,0.59,0.59
2026-05,RSP,Si% in HM,%,0.65,0.64
2026-04,RSP,Si% in HM BF-1,%,0.69,0.71
2026-05,RSP,Si% in HM BF-1,%,0.73,0.71
2026-03,RSP,Si% in HM BF-4,%,0.74,0.73
2026-04,RSP,Si% in HM BF-4,%,0.69,0.69
2026-04,RSP,Si% in HM BF-5,%,0.0,0.0
2026-05,RSP,Si% in HM BF-5,%,0.65,0.62
2025-04,RSP,Sinter% in Burden,%,73.60066448604555,73.78431937197152
2025-05,RSP,Sinter% in Burden,%,73.71894294857609,73.78431937197152
2025-06,RSP,Sinter% in Burden,%,74.40565416105937,73.78431937197152
2025-07,RSP,Sinter% in Burden,%,73.84735970778267,73.78431937197152
2025-08,RSP,Sinter% in Burden,%,72.70432125974676,73.78431937197152
2025-09,RSP,Sinter% in Burden,%,72.04231300751174,73.78431937197152
2025-10,RSP,Sinter% in Burden,%,73.00033269865469,73.78431937197152
2025-11,RSP,Sinter% in Burden,%,73.33490596156166,73.78431937197152
2025-12,RSP,Sinter% in Burden,%,74.66333318812892,73.78431937197152
2026-01,RSP,Sinter% in Burden,%,75.37007713295668,73.78431937197152
2026-02,RSP,Sinter% in Burden,%,74.7147871108196,73.78431937197152
2026-03,RSP,Sinter% in Burden,%,74.07584187188039,73.78431937197152
2026-04,RSP,Sinter% in Burden,%,74.43108969196375,74.43108969196375
2026-05,RSP,Sinter% in Burden,%,75.05415963847125,74.74167845995774
