report_month,plant_name,parameter_name,unit,month_actual,ytd_actual
2025-07,BSL BF-4,BF Scrap,T,0.0,
2025-08,BSL BF-4,BF Scrap,T,0.0,
2025-09,BSL BF-4,BF Scrap,T,0.0,
2025-10,BSL BF-4,BF Scrap,T,0.0,
2025-11,BSL BF-4,BF Scrap,T,0.0,
2026-03,BSL BF-4,BF Scrap,T,0.0,
2026-04,BSL BF-4,BF Scrap,T,0.0,
2026-05,BSL BF-4,BF Scrap,T,0.0,
2025-06,BSL BF-4,CDI,Kg/THM,69.0,
2025-07,BSL BF-4,CDI,Kg/THM,76.0,
2025-08,BSL BF-4,CDI,Kg/THM,82.0,
2025-09,BSL BF-4,CDI,Kg/THM,96.0,
2025-10,BSL BF-4,CDI,Kg/THM,81.0,
2025-11,BSL BF-4,CDI,Kg/THM,76.0,
2026-03,BSL BF-4,CDI,Kg/THM,88.0,
2026-04,BSL BF-4,CDI,Kg/THM,84.0,
2026-05,BSL BF-4,CDI,Kg/THM,92.0,
2025-06,BSL BF-4,Fuel Rate,Kg/THM,559.0,
2025-07,BSL BF-4,Fuel Rate,Kg/THM,563.0,
2025-08,BSL BF-4,Fuel Rate,Kg/THM,559.0,
2025-09,BSL BF-4,Fuel Rate,Kg/THM,551.0,
2025-10,BSL BF-4,Fuel Rate,Kg/THM,553.0,
2025-11,BSL BF-4,Fuel Rate,Kg/THM,541.0,
2026-03,BSL BF-4,Fuel Rate,Kg/THM,540.0,
2026-04,BSL BF-4,Fuel Rate,Kg/THM,542.0,
2026-05,BSL BF-4,Fuel Rate,Kg/THM,548.0,
2025-06,BSL BF-4,HBT,°C,1063.0,
2025-07,BSL BF-4,HBT,°C,1065.0,
2025-08,BSL BF-4,HBT,°C,1060.0,
2025-09,BSL BF-4,HBT,°C,1059.0,
2025-10,BSL BF-4,HBT,°C,1054.0,
2025-11,BSL BF-4,HBT,°C,1056.0,
2026-03,BSL BF-4,HBT,°C,1070.0,
2026-04,BSL BF-4,HBT,°C,1065.0,
2026-05,BSL BF-4,HBT,°C,1058.0,
2025-06,BSL BF-4,HM Production,T,78866.0,
2025-07,BSL BF-4,HM Production,T,92784.0,
2025-08,BSL BF-4,HM Production,T,81916.0,
2025-06,BSL BF-4,Hot Metal Temp,°C,1484.0,
2025-07,BSL BF-4,Hot Metal Temp,°C,1492.0,
2025-08,BSL BF-4,Hot Metal Temp,°C,1472.0,
2025-09,BSL BF-4,Hot Metal Temp,°C,1469.0,
2025-10,BSL BF-4,Hot Metal Temp,°C,1479.0,
2025-11,BSL BF-4,Hot Metal Temp,°C,1474.0,
2026-03,BSL BF-4,Hot Metal Temp,°C,1478.0,
2026-04,BSL BF-4,Hot Metal Temp,°C,1470.0,
2026-05,BSL BF-4,Hot Metal Temp,°C,1475.0,
2025-06,BSL BF-4,Iron Ore,T,48296.0,
2025-07,BSL BF-4,Iron Ore,T,56568.0,
2025-08,BSL BF-4,Iron Ore,T,34634.0,
2025-09,BSL BF-4,Iron Ore,T,37245.0,
2025-10,BSL BF-4,Iron Ore,T,38150.0,
2025-11,BSL BF-4,Iron Ore,T,46373.0,
2026-03,BSL BF-4,Iron Ore,T,59351.0,
2026-04,BSL BF-4,Iron Ore,T,45206.0,
2026-05,BSL BF-4,Iron Ore,T,48316.0,
2025-06,BSL BF-4,Nut Coke Rate,Kg/THM,16.0,
2025-07,BSL BF-4,Nut Coke Rate,Kg/THM,17.0,
2025-08,BSL BF-4,Nut Coke Rate,Kg/THM,16.0,
2025-09,BSL BF-4,Nut Coke Rate,Kg/THM,11.0,
2025-10,BSL BF-4,Nut Coke Rate,Kg/THM,10.0,
2025-11,BSL BF-4,Nut Coke Rate,Kg/THM,14.0,
2026-03,BSL BF-4,Nut Coke Rate,Kg/THM,24.0,
2026-04,BSL BF-4,Nut Coke Rate,Kg/THM,15.0,
2026-05,BSL BF-4,Nut Coke Rate,Kg/THM,13.0,
2025-06,BSL BF-4,O2 Enrichment,%,1.76,
2025-07,BSL BF-4,O2 Enrichment,%,1.83,
2025-08,BSL BF-4,O2 Enrichment,%,2.14,
2025-09,BSL BF-4,O2 Enrichment,%,1.9,
2025-10,BSL BF-4,O2 Enrichment,%,1.65,
2025-11,BSL BF-4,O2 Enrichment,%,2.38,
2026-03,BSL BF-4,O2 Enrichment,%,3.19,
2026-04,BSL BF-4,O2 Enrichment,%,3.25,
2026-05,BSL BF-4,O2 Enrichment,%,2.86,
2025-06,BSL BF-4,Pellet Consumption,T,1864.0,
2025-07,BSL BF-4,Pellet Consumption,T,7924.0,
2025-08,BSL BF-4,Pellet Consumption,T,21397.0,
2025-09,BSL BF-4,Pellet Consumption,T,10420.0,
2025-10,BSL BF-4,Pellet Consumption,T,3095.0,
2025-11,BSL BF-4,Pellet Consumption,T,19439.0,
2026-03,BSL BF-4,Pellet Consumption,T,21775.0,
2026-04,BSL BF-4,Pellet Consumption,T,22374.0,
2026-05,BSL BF-4,Pellet Consumption,T,22309.0,
2025-06,BSL BF-4,Pellet in Burden,%,1139.0,
2025-07,BSL BF-4,Pellet in Burden,%,1124.0,
2025-08,BSL BF-4,Pellet in Burden,%,1071.0,
2025-09,BSL BF-4,Pellet in Burden,%,1056.0,
2025-10,BSL BF-4,Pellet in Burden,%,1077.0,
2025-11,BSL BF-4,Pellet in Burden,%,1058.0,
2026-03,BSL BF-4,Pellet in Burden,%,955.0,
2026-04,BSL BF-4,Pellet in Burden,%,12.9,
2026-05,BSL BF-4,Pellet in Burden,%,12.5,
2025-06,BSL BF-4,S in HM,%,64.1,
2025-07,BSL BF-4,S in HM,%,65.9,
2025-08,BSL BF-4,S in HM,%,64.0,
2025-09,BSL BF-4,S in HM,%,63.4,
2025-10,BSL BF-4,S in HM,%,68.4,
2025-11,BSL BF-4,S in HM,%,72.1,
2026-03,BSL BF-4,S in HM,%,52.9,
2025-06,BSL BF-4,Si in HM,%,75.3,
2025-07,BSL BF-4,Si in HM,%,77.4,
2025-08,BSL BF-4,Si in HM,%,77.6,
2025-09,BSL BF-4,Si in HM,%,92.7,
2025-10,BSL BF-4,Si in HM,%,80.1,
2025-11,BSL BF-4,Si in HM,%,83.7,
2026-03,BSL BF-4,Si in HM,%,84.2,
2025-06,BSL BF-4,Sinter Consumption,T,89821.0,
2025-07,BSL BF-4,Sinter Consumption,T,104271.0,
2025-08,BSL BF-4,Sinter Consumption,T,87719.0,
2025-09,BSL BF-4,Sinter Consumption,T,75343.0,
2025-10,BSL BF-4,Sinter Consumption,T,66031.0,
2025-11,BSL BF-4,Sinter Consumption,T,101531.0,
2026-03,BSL BF-4,Sinter Consumption,T,101995.0,
2026-04,BSL BF-4,Sinter Consumption,T,105374.0,
2026-05,BSL BF-4,Sinter Consumption,T,108414.0,
2025-06,BSL BF-4,Sinter in Burden,%,64.17,
2025-07,BSL BF-4,Sinter in Burden,%,61.79,
2025-08,BSL BF-4,Sinter in Burden,%,61.02,
2025-09,BSL BF-4,Sinter in Burden,%,61.25,
2025-10,BSL BF-4,Sinter in Burden,%,61.55,
2025-11,BSL BF-4,Sinter in Burden,%,60.67,
2026-03,BSL BF-4,Sinter in Burden,%,55.7,
2026-04,BSL BF-4,Sinter in Burden,%,60.93,
2026-05,BSL BF-4,Sinter in Burden,%,60.55,
2025-06,BSL BF-4,Slag Rate,Kg/THM,399.0,
2025-07,BSL BF-4,Slag Rate,Kg/THM,399.0,
2025-08,BSL BF-4,Slag Rate,Kg/THM,385.0,
2025-09,BSL BF-4,Slag Rate,Kg/THM,393.0,
2025-10,BSL BF-4,Slag Rate,Kg/THM,414.0,
2025-11,BSL BF-4,Slag Rate,Kg/THM,400.0,
2026-03,BSL BF-4,Slag Rate,Kg/THM,403.0,
2026-04,BSL BF-4,Slag Rate,Kg/THM,414.0,
2026-05,BSL BF-4,Slag Rate,Kg/THM,425.0,
2025-06,BSL BF-5,BF Coke Rate,Kg/THM,479.0,
2025-07,BSL BF-5,BF Coke Rate,Kg/THM,481.0,
2025-08,BSL BF-5,BF Coke Rate,Kg/THM,462.0,
2025-09,BSL BF-5,BF Coke Rate,Kg/THM,466.0,
2025-10,BSL BF-5,BF Coke Rate,Kg/THM,468.0,
2025-11,BSL BF-5,BF Coke Rate,Kg/THM,469.0,
2026-03,BSL BF-5,BF Coke Rate,Kg/THM,434.0,
2026-04,BSL BF-5,BF Coke Rate,Kg/THM,452.0,
2026-05,BSL BF-5,BF Coke Rate,Kg/THM,450.0,
2025-06,BSL BF-5,BF Productivity,T/m³/day,1.87,
2025-07,BSL BF-5,BF Productivity,T/m³/day,1.79,
2025-08,BSL BF-5,BF Productivity,T/m³/day,1.99,
2025-09,BSL BF-5,BF Productivity,T/m³/day,1.78,
2025-10,BSL BF-5,BF Productivity,T/m³/day,1.82,
2025-11,BSL BF-5,BF Productivity,T/m³/day,1.82,
2026-03,BSL BF-5,BF Productivity,T/m³/day,2.1,
2026-04,BSL BF-5,BF Productivity,T/m³/day,2.0,
2026-05,BSL BF-5,BF Productivity,T/m³/day,1.88,
2025-06,BSL BF-5,BF Scrap,T,0.0,
2025-07,BSL BF-5,BF Scrap,T,0.0,
2025-08,BSL BF-5,BF Scrap,T,0.0,
2025-09,BSL BF-5,BF Scrap,T,0.0,
2025-10,BSL BF-5,BF Scrap,T,0.0,
2025-11,BSL BF-5,BF Scrap,T,0.0,
2026-03,BSL BF-5,BF Scrap,T,0.0,
2026-04,BSL BF-5,BF Scrap,T,0.0,
2026-05,BSL BF-5,BF Scrap,T,0.0,
2025-06,BSL BF-5,CDI,Kg/THM,72.0,
2025-07,BSL BF-5,CDI,Kg/THM,68.0,
2025-08,BSL BF-5,CDI,Kg/THM,63.0,
2025-09,BSL BF-5,CDI,Kg/THM,69.0,
2025-10,BSL BF-5,CDI,Kg/THM,72.0,
2025-11,BSL BF-5,CDI,Kg/THM,57.0,
2026-03,BSL BF-5,CDI,Kg/THM,87.0,
2026-04,BSL BF-5,CDI,Kg/THM,83.0,
2026-05,BSL BF-5,CDI,Kg/THM,89.0,
2025-06,BSL BF-5,Fuel Rate,Kg/THM,569.0,
2025-07,BSL BF-5,Fuel Rate,Kg/THM,567.0,
2025-08,BSL BF-5,Fuel Rate,Kg/THM,542.0,
2025-09,BSL BF-5,Fuel Rate,Kg/THM,547.0,
2025-10,BSL BF-5,Fuel Rate,Kg/THM,551.0,
2025-11,BSL BF-5,Fuel Rate,Kg/THM,541.0,
2026-03,BSL BF-5,Fuel Rate,Kg/THM,549.0,
2026-04,BSL BF-5,Fuel Rate,Kg/THM,551.0,
2026-05,BSL BF-5,Fuel Rate,Kg/THM,553.0,
2025-06,BSL BF-5,HBT,°C,1025.0,
2025-07,BSL BF-5,HBT,°C,1034.0,
2025-08,BSL BF-5,HBT,°C,1031.0,
2025-09,BSL BF-5,HBT,°C,1017.0,
2025-10,BSL BF-5,HBT,°C,1027.0,
2025-11,BSL BF-5,HBT,°C,1034.0,
2026-03,BSL BF-5,HBT,°C,1033.0,
2026-04,BSL BF-5,HBT,°C,1030.0,
2026-05,BSL BF-5,HBT,°C,1032.0,
2025-06,BSL BF-5,HM Production,T,86744.0,
2025-07,BSL BF-5,HM Production,T,78396.0,
2025-08,BSL BF-5,HM Production,T,88711.0,
2025-06,BSL BF-5,Hot Metal Temp,°C,1486.0,
2025-07,BSL BF-5,Hot Metal Temp,°C,1486.0,
2025-08,BSL BF-5,Hot Metal Temp,°C,1484.0,
2025-09,BSL BF-5,Hot Metal Temp,°C,1486.0,
2025-10,BSL BF-5,Hot Metal Temp,°C,1485.0,
2025-11,BSL BF-5,Hot Metal Temp,°C,1484.0,
2026-03,BSL BF-5,Hot Metal Temp,°C,1485.0,
2026-04,BSL BF-5,Hot Metal Temp,°C,1484.0,
2026-05,BSL BF-5,Hot Metal Temp,°C,1486.0,
2025-06,BSL BF-5,Iron Ore,T,46633.0,
2025-07,BSL BF-5,Iron Ore,T,46350.0,
2025-08,BSL BF-5,Iron Ore,T,28588.0,
2025-09,BSL BF-5,Iron Ore,T,33416.0,
2025-10,BSL BF-5,Iron Ore,T,53120.0,
2025-11,BSL BF-5,Iron Ore,T,53966.0,
2026-03,BSL BF-5,Iron Ore,T,65685.0,
2026-04,BSL BF-5,Iron Ore,T,55176.0,
2026-05,BSL BF-5,Iron Ore,T,52682.0,
2025-06,BSL BF-5,Nut Coke Rate,Kg/THM,18.0,
2025-07,BSL BF-5,Nut Coke Rate,Kg/THM,19.0,
2025-08,BSL BF-5,Nut Coke Rate,Kg/THM,17.0,
2025-09,BSL BF-5,Nut Coke Rate,Kg/THM,13.0,
2025-10,BSL BF-5,Nut Coke Rate,Kg/THM,10.0,
2025-11,BSL BF-5,Nut Coke Rate,Kg/THM,15.0,
2026-03,BSL BF-5,Nut Coke Rate,Kg/THM,28.0,
2026-04,BSL BF-5,Nut Coke Rate,Kg/THM,17.0,
2026-05,BSL BF-5,Nut Coke Rate,Kg/THM,14.0,
2025-06,BSL BF-5,O2 Enrichment,%,2.46,
2025-07,BSL BF-5,O2 Enrichment,%,2.36,
2025-08,BSL BF-5,O2 Enrichment,%,2.68,
2025-09,BSL BF-5,O2 Enrichment,%,1.41,
2025-10,BSL BF-5,O2 Enrichment,%,1.71,
2025-11,BSL BF-5,O2 Enrichment,%,1.76,
2026-03,BSL BF-5,O2 Enrichment,%,3.39,
2026-04,BSL BF-5,O2 Enrichment,%,3.01,
2026-05,BSL BF-5,O2 Enrichment,%,2.1,
2025-06,BSL BF-5,Pellet Consumption,T,0.0,
2025-07,BSL BF-5,Pellet Consumption,T,0.0,
2025-08,BSL BF-5,Pellet Consumption,T,24199.0,
2025-09,BSL BF-5,Pellet Consumption,T,3530.0,
2025-10,BSL BF-5,Pellet Consumption,T,4478.0,
2025-11,BSL BF-5,Pellet Consumption,T,0.0,
2026-03,BSL BF-5,Pellet Consumption,T,0.0,
2026-04,BSL BF-5,Pellet Consumption,T,3495.0,
2026-05,BSL BF-5,Pellet Consumption,T,4405.0,
2025-06,BSL BF-5,Pellet in Burden,%,1198.0,
2025-07,BSL BF-5,Pellet in Burden,%,1202.0,
2025-08,BSL BF-5,Pellet in Burden,%,1095.0,
2025-09,BSL BF-5,Pellet in Burden,%,1144.0,
2025-10,BSL BF-5,Pellet in Burden,%,1128.0,
2025-11,BSL BF-5,Pellet in Burden,%,1116.0,
2026-03,BSL BF-5,Pellet in Burden,%,1124.0,
2026-04,BSL BF-5,Pellet in Burden,%,2.0,
2026-05,BSL BF-5,Pellet in Burden,%,2.6,
2025-06,BSL BF-5,S in HM,%,61.3,
2025-07,BSL BF-5,S in HM,%,66.9,
2025-08,BSL BF-5,S in HM,%,75.1,
2025-09,BSL BF-5,S in HM,%,71.5,
2025-10,BSL BF-5,S in HM,%,80.1,
2025-11,BSL BF-5,S in HM,%,90.9,
2026-03,BSL BF-5,S in HM,%,83.3,
2025-06,BSL BF-5,Si in HM,%,90.7,
2025-07,BSL BF-5,Si in HM,%,87.2,
2025-08,BSL BF-5,Si in HM,%,88.6,
2025-09,BSL BF-5,Si in HM,%,80.5,
2025-10,BSL BF-5,Si in HM,%,89.2,
2025-11,BSL BF-5,Si in HM,%,87.9,
2026-03,BSL BF-5,Si in HM,%,90.2,
2025-06,BSL BF-5,Sinter Consumption,T,103896.0,
2025-07,BSL BF-5,Sinter Consumption,T,94203.0,
2025-08,BSL BF-5,Sinter Consumption,T,97136.0,
2025-09,BSL BF-5,Sinter Consumption,T,73477.0,
2025-10,BSL BF-5,Sinter Consumption,T,104363.0,
2025-11,BSL BF-5,Sinter Consumption,T,97390.0,
2026-03,BSL BF-5,Sinter Consumption,T,124901.0,
2026-04,BSL BF-5,Sinter Consumption,T,114399.0,
2026-05,BSL BF-5,Sinter Consumption,T,112967.0,
2025-06,BSL BF-5,Sinter in Burden,%,69.02,
2025-07,BSL BF-5,Sinter in Burden,%,67.02,
2025-08,BSL BF-5,Sinter in Burden,%,64.79,
2025-09,BSL BF-5,Sinter in Burden,%,66.54,
2025-10,BSL BF-5,Sinter in Burden,%,64.44,
2025-11,BSL BF-5,Sinter in Burden,%,64.34,
2026-03,BSL BF-5,Sinter in Burden,%,65.54,
2026-04,BSL BF-5,Sinter in Burden,%,66.1,
2026-05,BSL BF-5,Sinter in Burden,%,66.43,
2025-06,BSL BF-5,Slag Rate,Kg/THM,402.0,
2025-07,BSL BF-5,Slag Rate,Kg/THM,404.0,
2025-08,BSL BF-5,Slag Rate,Kg/THM,385.0,
2025-09,BSL BF-5,Slag Rate,Kg/THM,398.0,
2025-10,BSL BF-5,Slag Rate,Kg/THM,413.0,
2025-11,BSL BF-5,Slag Rate,Kg/THM,404.0,
2026-03,BSL BF-5,Slag Rate,Kg/THM,414.0,
2026-04,BSL BF-5,Slag Rate,Kg/THM,420.0,
2026-05,BSL BF-5,Slag Rate,Kg/THM,438.0,
2023-03,BSL Plant Shop,BF Coke Rate,Kg/THM,486.0,487.0
2025-06,BSL Plant Shop,BF Coke Rate,Kg/THM,453.75,
2025-07,BSL Plant Shop,BF Coke Rate,Kg/THM,464.5,
2025-08,BSL Plant Shop,BF Coke Rate,Kg/THM,467.0,
2025-09,BSL Plant Shop,BF Coke Rate,Kg/THM,450.75,
2025-10,BSL Plant Shop,BF Coke Rate,Kg/THM,459.25,
2025-11,BSL Plant Shop,BF Coke Rate,Kg/THM,454.75,
2026-03,BSL Plant Shop,BF Coke Rate,Kg/THM,425.75,
2026-04,BSL Plant Shop,BF Coke Rate,Kg/THM,441.0,
2026-05,BSL Plant Shop,BF Coke Rate,Kg/THM,437.0,
2024-03,BSL Plant Shop,BF Productivity,T/m³/day,,1.72
2025-04,BSL Plant Shop,BF Productivity,T/m³/day,1.9815,1.9815
2025-05,BSL Plant Shop,BF Productivity,T/m³/day,2.049,2.0191
2025-06,BSL Plant Shop,BF Productivity,T/m³/day,1.8982,
2025-07,BSL Plant Shop,BF Productivity,T/m³/day,1.7812,
2025-08,BSL Plant Shop,BF Productivity,T/m³/day,1.8514,
2025-09,BSL Plant Shop,BF Productivity,T/m³/day,1.8845,
2025-10,BSL Plant Shop,BF Productivity,T/m³/day,1.8336,
2025-11,BSL Plant Shop,BF Productivity,T/m³/day,1.902,
2026-03,BSL Plant Shop,BF Productivity,T/m³/day,2.1642,
2026-04,BSL Plant Shop,BF Productivity,T/m³/day,2.07,
2026-05,BSL Plant Shop,BF Productivity,T/m³/day,2.049,2.0191
2025-06,BSL Plant Shop,BF Scrap,T,4281.0,
2025-07,BSL Plant Shop,BF Scrap,T,108.0,
2025-08,BSL Plant Shop,BF Scrap,T,0.0,
2025-09,BSL Plant Shop,BF Scrap,T,414.0,
2025-10,BSL Plant Shop,BF Scrap,T,1943.0,
2025-11,BSL Plant Shop,BF Scrap,T,0.0,
2026-03,BSL Plant Shop,BF Scrap,T,12187.0,
2026-04,BSL Plant Shop,BF Scrap,T,3483.0,
2026-05,BSL Plant Shop,BF Scrap,T,1498.0,
2023-03,BSL Plant Shop,CDI,Kg/THM,,56.0
2024-10,BSL Plant Shop,CDI,Kg/THM,88.305,88.305
2025-03,BSL Plant Shop,CDI,Kg/THM,85.695,87.0
2025-04,BSL Plant Shop,CDI,Kg/THM,87.87,87.87
2025-05,BSL Plant Shop,CDI,Kg/THM,86.13,87.0
2025-06,BSL Plant Shop,CDI,Kg/THM,90.5,
2025-07,BSL Plant Shop,CDI,Kg/THM,80.5,
2025-08,BSL Plant Shop,CDI,Kg/THM,72.75,
2025-09,BSL Plant Shop,CDI,Kg/THM,88.75,
2025-10,BSL Plant Shop,CDI,Kg/THM,87.25,
2025-11,BSL Plant Shop,CDI,Kg/THM,74.0,
2026-03,BSL Plant Shop,CDI,Kg/THM,94.0,
2026-04,BSL Plant Shop,CDI,Kg/THM,93.0,
2026-05,BSL Plant Shop,CDI,Kg/THM,100.0,
2024-10,BSL Plant Shop,Coke Screen Loss,%,12.586,12.586
2025-03,BSL Plant Shop,Coke Screen Loss,%,12.214,12.4
2025-04,BSL Plant Shop,Coke Screen Loss,%,12.524,12.524
2025-05,BSL Plant Shop,Coke Screen Loss,%,12.276,12.4
2026-04,BSL Plant Shop,Coke Screen Loss,%,12.4,12.4
2026-05,BSL Plant Shop,Coke Screen Loss,%,12.462,12.431
2024-03,BSL Plant Shop,Fuel Rate,Kg/THM,,560.0
2025-06,BSL Plant Shop,Fuel Rate,Kg/THM,560.75,
2025-07,BSL Plant Shop,Fuel Rate,Kg/THM,562.5,
2025-08,BSL Plant Shop,Fuel Rate,Kg/THM,555.75,
2025-09,BSL Plant Shop,Fuel Rate,Kg/THM,550.75,
2025-10,BSL Plant Shop,Fuel Rate,Kg/THM,557.0,
2025-11,BSL Plant Shop,Fuel Rate,Kg/THM,543.5,
2026-03,BSL Plant Shop,Fuel Rate,Kg/THM,545.25,
2026-04,BSL Plant Shop,Fuel Rate,Kg/THM,549.0,
2026-05,BSL Plant Shop,Fuel Rate,Kg/THM,551.0,
2025-06,BSL Plant Shop,HBT,°C,1036.5,
2025-07,BSL Plant Shop,HBT,°C,1036.0,
2025-08,BSL Plant Shop,HBT,°C,1030.5,
2025-09,BSL Plant Shop,HBT,°C,1025.25,
2025-10,BSL Plant Shop,HBT,°C,1029.75,
2025-11,BSL Plant Shop,HBT,°C,1036.75,
2026-03,BSL Plant Shop,HBT,°C,1044.25,
2026-04,BSL Plant Shop,HBT,°C,1036.0,
2026-05,BSL Plant Shop,HBT,°C,1037.0,
2025-06,BSL Plant Shop,Hot Metal Temp,°C,1484.0,
2025-07,BSL Plant Shop,Hot Metal Temp,°C,1486.0,
2025-08,BSL Plant Shop,Hot Metal Temp,°C,1480.0,
2025-09,BSL Plant Shop,Hot Metal Temp,°C,1479.0,
2025-10,BSL Plant Shop,Hot Metal Temp,°C,1480.0,
2025-11,BSL Plant Shop,Hot Metal Temp,°C,1479.0,
2026-03,BSL Plant Shop,Hot Metal Temp,°C,1480.0,
2026-04,BSL Plant Shop,Hot Metal Temp,°C,1479.0,
2026-05,BSL Plant Shop,Hot Metal Temp,°C,1478.0,
2025-06,BSL Plant Shop,Iron Ore,T,208212.0,
2025-07,BSL Plant Shop,Iron Ore,T,213247.0,
2025-08,BSL Plant Shop,Iron Ore,T,121716.0,
2025-09,BSL Plant Shop,Iron Ore,T,154294.0,
2025-10,BSL Plant Shop,Iron Ore,T,210371.0,
2025-11,BSL Plant Shop,Iron Ore,T,219144.0,
2026-03,BSL Plant Shop,Iron Ore,T,274667.0,
2026-04,BSL Plant Shop,Iron Ore,T,222333.0,
2026-05,BSL Plant Shop,Iron Ore,T,203444.0,
2024-03,BSL Plant Shop,Nut Coke Rate,Kg/THM,,17.0
2025-06,BSL Plant Shop,Nut Coke Rate,Kg/THM,16.5,
2025-07,BSL Plant Shop,Nut Coke Rate,Kg/THM,17.5,
2025-08,BSL Plant Shop,Nut Coke Rate,Kg/THM,16.25,
2025-09,BSL Plant Shop,Nut Coke Rate,Kg/THM,12.0,
2025-10,BSL Plant Shop,Nut Coke Rate,Kg/THM,10.0,
2025-11,BSL Plant Shop,Nut Coke Rate,Kg/THM,14.5,
2026-03,BSL Plant Shop,Nut Coke Rate,Kg/THM,25.5,
2026-04,BSL Plant Shop,Nut Coke Rate,Kg/THM,15.0,
2026-05,BSL Plant Shop,Nut Coke Rate,Kg/THM,13.0,
2025-06,BSL Plant Shop,O2 Enrichment,%,2.41,
2025-07,BSL Plant Shop,O2 Enrichment,%,1.92,
2025-08,BSL Plant Shop,O2 Enrichment,%,2.27,
2025-09,BSL Plant Shop,O2 Enrichment,%,1.74,
2025-10,BSL Plant Shop,O2 Enrichment,%,1.96,
2025-11,BSL Plant Shop,O2 Enrichment,%,2.15,
2026-03,BSL Plant Shop,O2 Enrichment,%,3.32,
2026-04,BSL Plant Shop,O2 Enrichment,%,3.0,
2026-05,BSL Plant Shop,O2 Enrichment,%,2.54,
2025-06,BSL Plant Shop,Pellet Consumption,T,31005.0,
2025-07,BSL Plant Shop,Pellet Consumption,T,43378.0,
2025-08,BSL Plant Shop,Pellet Consumption,T,96726.0,
2025-09,BSL Plant Shop,Pellet Consumption,T,62016.0,
2025-10,BSL Plant Shop,Pellet Consumption,T,39098.0,
2025-11,BSL Plant Shop,Pellet Consumption,T,56975.0,
2026-03,BSL Plant Shop,Pellet Consumption,T,62168.0,
2026-04,BSL Plant Shop,Pellet Consumption,T,73207.0,
2026-05,BSL Plant Shop,Pellet Consumption,T,78675.0,
2025-06,BSL Plant Shop,Pellet in Burden,%,1129.25,
2025-07,BSL Plant Shop,Pellet in Burden,%,1133.0,
2025-08,BSL Plant Shop,Pellet in Burden,%,1085.0,
2025-09,BSL Plant Shop,Pellet in Burden,%,1094.5,
2025-10,BSL Plant Shop,Pellet in Burden,%,1099.5,
2025-11,BSL Plant Shop,Pellet in Burden,%,1074.75,
2026-03,BSL Plant Shop,Pellet in Burden,%,1017.0,
2026-04,BSL Plant Shop,Pellet in Burden,%,9.5,
2026-05,BSL Plant Shop,Pellet in Burden,%,10.5,
2025-06,BSL Plant Shop,S in HM,%,66.475,
2025-07,BSL Plant Shop,S in HM,%,66.075,
2025-08,BSL Plant Shop,S in HM,%,66.425,
2025-09,BSL Plant Shop,S in HM,%,64.75,
2025-10,BSL Plant Shop,S in HM,%,72.525,
2025-11,BSL Plant Shop,S in HM,%,78.675,
2026-03,BSL Plant Shop,S in HM,%,64.4,
2025-06,BSL Plant Shop,Si in HM,%,85.275,
2025-07,BSL Plant Shop,Si in HM,%,85.675,
2025-08,BSL Plant Shop,Si in HM,%,86.15,
2025-09,BSL Plant Shop,Si in HM,%,89.45,
2025-10,BSL Plant Shop,Si in HM,%,88.475,
2025-11,BSL Plant Shop,Si in HM,%,86.8,
2026-03,BSL Plant Shop,Si in HM,%,89.175,
2025-06,BSL Plant Shop,Sinter Consumption,T,430982.0,
2025-07,BSL Plant Shop,Sinter Consumption,T,430025.0,
2025-08,BSL Plant Shop,Sinter Consumption,T,370813.0,
2025-09,BSL Plant Shop,Sinter Consumption,T,369526.0,
2025-10,BSL Plant Shop,Sinter Consumption,T,421697.0,
2025-11,BSL Plant Shop,Sinter Consumption,T,436823.0,
2026-03,BSL Plant Shop,Sinter Consumption,T,500042.0,
2026-04,BSL Plant Shop,Sinter Consumption,T,473034.0,
2026-05,BSL Plant Shop,Sinter Consumption,T,467202.0,
2024-03,BSL Plant Shop,Sinter in Burden,%,,64.0
2025-06,BSL Plant Shop,Sinter in Burden,%,64.235,
2025-07,BSL Plant Shop,Sinter in Burden,%,62.8875,
2025-08,BSL Plant Shop,Sinter in Burden,%,62.9625,
2025-09,BSL Plant Shop,Sinter in Burden,%,63.535,
2025-10,BSL Plant Shop,Sinter in Burden,%,62.68,
2025-11,BSL Plant Shop,Sinter in Burden,%,61.47,
2026-03,BSL Plant Shop,Sinter in Burden,%,59.1325,
2026-04,BSL Plant Shop,Sinter in Burden,%,61.27,
2026-05,BSL Plant Shop,Sinter in Burden,%,62.23,
2025-06,BSL Plant Shop,Slag Rate,Kg/THM,397.0,
2025-07,BSL Plant Shop,Slag Rate,Kg/THM,399.0,
2025-08,BSL Plant Shop,Slag Rate,Kg/THM,386.0,
2025-09,BSL Plant Shop,Slag Rate,Kg/THM,395.0,
2025-10,BSL Plant Shop,Slag Rate,Kg/THM,411.0,
2025-11,BSL Plant Shop,Slag Rate,Kg/THM,401.0,
2026-03,BSL Plant Shop,Slag Rate,Kg/THM,406.0,
2026-04,BSL Plant Shop,Slag Rate,Kg/THM,414.0,
2026-05,BSL Plant Shop,Slag Rate,Kg/THM,428.0,
2024-10,BSL SMS-1,Average Blows (Per Day),Nos.,26.39,26.39
2025-03,BSL SMS-1,Average Blows (Per Day),Nos.,25.61,26.0
2025-04,BSL SMS-1,Average Blows (Per Day),Nos.,26.26,26.26
